School Name,EIIN,Track Start Date,Track Start Time,Track End Date,Track End Time,Track Total Time
"undefined","undefined","16/07/2023","13:48","16/07/2023","13:48","NaN minutes"
"undefined","undefined","16/07/2023","13:48","16/07/2023","13:48","NaN minutes"
"undefined","undefined","16/07/2023","13:48","16/07/2023","13:48","NaN minutes"
"undefined","undefined","16/07/2023","13:48","16/07/2023","13:48","NaN minutes"
"undefined","undefined","16/07/2023","13:48","16/07/2023","13:48","NaN minutes"
"undefined","undefined","16/07/2023","13:48","16/07/2023","13:48","NaN minutes"
